t_s,altitude_m,velocity_mps,accel_mps2,mass_kg,thrust_N,drag_N,cd,mach,q_Pa,cg_mm,static_margin_cal,phase
0.2480,1.747,15.688,69.325,1.20033,95.25,0.265,0.5132,0.0461,150.7,693.01,2.6865,powered
0.2490,1.763,15.757,69.306,1.20028,95.22,0.267,0.5129,0.0463,152.1,692.99,2.6867,powered
0.2500,1.779,15.827,69.287,1.20024,95.20,0.269,0.5125,0.0465,153.4,692.98,2.6869,powered
0.2510,1.795,15.896,69.268,1.20019,95.18,0.271,0.5122,0.0467,154.7,692.96,2.6872,powered
0.2520,1.810,15.965,69.249,1.20015,95.15,0.273,0.5118,0.0469,156.1,692.95,2.6874,powered
0.2530,1.826,16.034,69.230,1.20010,95.13,0.276,0.5115,0.0471,157.4,692.93,2.6876,powered
0.2540,1.843,16.104,69.212,1.20006,95.10,0.278,0.5112,0.0473,158.8,692.92,2.6878,powered
0.2550,1.859,16.173,69.193,1.20001,95.08,0.280,0.5108,0.0475,160.2,692.90,2.6881,powered
0.2560,1.875,16.242,69.174,1.19997,95.06,0.282,0.5105,0.0477,161.6,692.89,2.6883,powered
0.2570,1.891,16.311,69.155,1.19992,95.03,0.284,0.5102,0.0479,162.9,692.87,2.6885,powered
0.2580,1.907,16.380,69.136,1.19987,95.01,0.287,0.5099,0.0481,164.3,692.86,2.6888,powered
0.2590,1.924,16.449,69.117,1.19983,94.98,0.289,0.5095,0.0483,165.7,692.84,2.6890,powered
0.2600,1.940,16.519,69.098,1.19978,94.96,0.291,0.5092,0.0485,167.1,692.83,2.6892,powered
0.2610,1.957,16.588,69.079,1.19974,94.94,0.293,0.5089,0.0487,168.5,692.81,2.6894,powered
0.2620,1.974,16.657,69.060,1.19969,94.91,0.296,0.5086,0.0489,169.9,692.80,2.6897,powered
0.2630,1.990,16.726,69.041,1.19965,94.89,0.298,0.5082,0.0492,171.3,692.78,2.6899,powered
0.2640,2.007,16.795,69.023,1.19960,94.86,0.300,0.5079,0.0494,172.7,692.77,2.6901,powered
0.2650,2.024,16.864,69.004,1.19956,94.84,0.302,0.5076,0.0496,174.2,692.75,2.6903,powered
0.2660,2.041,16.933,68.985,1.19951,94.82,0.305,0.5073,0.0498,175.6,692.74,2.6906,powered
0.2670,2.058,17.002,68.966,1.19947,94.79,0.307,0.5070,0.0500,177.0,692.72,2.6908,powered
0.2680,2.075,17.071,68.947,1.19942,94.77,0.309,0.5067,0.0502,178.5,692.71,2.6910,powered
0.2690,2.092,17.140,68.928,1.19938,94.74,0.312,0.5064,0.0504,179.9,692.69,2.6913,powered
0.2700,2.109,17.209,68.909,1.19933,94.72,0.314,0.5061,0.0506,181.3,692.68,2.6915,powered
0.2710,2.126,17.277,68.890,1.19929,94.70,0.316,0.5058,0.0508,182.8,692.66,2.6917,powered
0.2720,2.144,17.346,68.871,1.19924,94.67,0.319,0.5055,0.0510,184.3,692.65,2.6919,powered
0.2730,2.161,17.415,68.852,1.19920,94.65,0.321,0.5052,0.0512,185.7,692.63,2.6922,powered
0.2740,2.178,17.484,68.833,1.19915,94.62,0.323,0.5049,0.0514,187.2,692.62,2.6924,powered
0.2750,2.196,17.553,68.814,1.19911,94.60,0.326,0.5046,0.0516,188.7,692.60,2.6926,powered
0.2760,2.213,17.622,68.795,1.19906,94.58,0.328,0.5043,0.0518,190.2,692.59,2.6928,powered
0.2770,2.231,17.690,68.776,1.19902,94.55,0.330,0.5040,0.0520,191.6,692.57,2.6931,powered
0.2780,2.249,17.759,68.756,1.19897,94.53,0.333,0.5037,0.0522,193.1,692.56,2.6933,powered
0.2790,2.267,17.828,68.737,1.19893,94.50,0.335,0.5034,0.0524,194.6,692.54,2.6935,powered
0.2800,2.285,17.897,68.718,1.19888,94.48,0.338,0.5031,0.0526,196.1,692.53,2.6937,powered
0.2810,2.302,17.965,68.699,1.19884,94.46,0.340,0.5028,0.0528,197.6,692.51,2.6940,powered
0.2820,2.320,18.034,68.680,1.19879,94.43,0.342,0.5025,0.0530,199.2,692.50,2.6942,powered
0.2830,2.339,18.103,68.661,1.19875,94.41,0.345,0.5022,0.0532,200.7,692.48,2.6944,powered
0.2840,2.357,18.171,68.642,1.19871,94.38,0.347,0.5019,0.0534,202.2,692.47,2.6947,powered
0.2850,2.375,18.240,68.623,1.19866,94.36,0.350,0.5017,0.0536,203.7,692.45,2.6949,powered
0.2860,2.393,18.309,68.604,1.19862,94.34,0.352,0.5014,0.0538,205.3,692.44,2.6951,powered
0.2870,2.411,18.377,68.585,1.19857,94.31,0.355,0.5011,0.0540,206.8,692.42,2.6953,powered
0.2880,2.430,18.446,68.565,1.19853,94.29,0.357,0.5008,0.0542,208.4,692.41,2.6956,powered
0.2890,2.448,18.514,68.546,1.19848,94.26,0.359,0.5005,0.0544,209.9,692.39,2.6958,powered
0.2900,2.467,18.583,68.527,1.19844,94.24,0.362,0.5003,0.0546,211.5,692.38,2.6960,powered
0.2910,2.486,18.651,68.508,1.19839,94.22,0.364,0.5000,0.0548,213.0,692.36,2.6962,powered
0.2920,2.504,18.720,68.489,1.19835,94.19,0.367,0.4997,0.0550,214.6,692.35,2.6965,powered
0.2930,2.523,18.788,68.470,1.19830,94.17,0.369,0.4994,0.0552,216.2,692.33,2.6967,powered
0.2940,2.542,18.857,68.450,1.19826,94.14,0.372,0.4992,0.0554,217.7,692.32,2.6969,powered
0.2950,2.561,18.925,68.431,1.19821,94.12,0.374,0.4989,0.0556,219.3,692.30,2.6971,powered
0.2960,2.580,18.994,68.412,1.19817,94.10,0.377,0.4986,0.0558,220.9,692.29,2.6974,powered
0.2970,2.599,19.062,68.393,1.19812,94.07,0.379,0.4984,0.0560,222.5,692.27,2.6976,powered
0.2980,2.618,19.131,68.374,1.19808,94.05,0.382,0.4981,0.0562,224.1,692.26,2.6978,powered
0.2990,2.637,19.199,68.354,1.19803,94.02,0.384,0.4978,0.0564,225.7,692.24,2.6980,powered
0.3000,2.656,19.267,68.335,1.19799,94.00,0.387,0.4976,0.0566,227.3,692.23,2.6983,powered
0.3010,2.675,19.336,68.316,1.19794,93.98,0.389,0.4973,0.0568,228.9,692.21,2.6985,powered
0.3020,2.695,19.404,68.297,1.19790,93.95,0.392,0.4970,0.0570,230.6,692.20,2.6987,powered
0.3030,2.714,19.472,68.277,1.19785,93.93,0.395,0.4968,0.0572,232.2,692.18,2.6989,powered
0.3040,2.734,19.540,68.258,1.19781,93.90,0.397,0.4965,0.0574,233.8,692.17,2.6992,powered
0.3050,2.753,19.609,68.239,1.19777,93.88,0.400,0.4963,0.0576,235.4,692.16,2.6994,powered
0.3060,2.773,19.677,68.220,1.19772,93.86,0.402,0.4960,0.0578,237.1,692.14,2.6996,powered
0.3070,2.793,19.745,68.200,1.19768,93.83,0.405,0.4957,0.0580,238.7,692.13,2.6998,powered
0.3080,2.813,19.813,68.181,1.19763,93.81,0.407,0.4955,0.0582,240.4,692.11,2.7001,powered
0.3090,2.832,19.882,68.162,1.19759,93.78,0.410,0.4952,0.0584,242.0,692.10,2.7003,powered
0.3100,2.852,19.950,68.142,1.19754,93.76,0.413,0.4950,0.0586,243.7,692.08,2.7005,powered
0.3110,2.872,20.018,68.123,1.19750,93.74,0.415,0.4947,0.0588,245.4,692.07,2.7007,powered
0.3120,2.892,20.086,68.104,1.19745,93.71,0.418,0.4945,0.0590,247.0,692.05,2.7010,powered
0.3130,2.912,20.154,68.084,1.19741,93.69,0.421,0.4942,0.0592,248.7,692.04,2.7012,powered
0.3140,2.933,20.222,68.065,1.19736,93.66,0.423,0.4940,0.0594,250.4,692.02,2.7014,powered
0.3150,2.953,20.290,68.046,1.19732,93.64,0.426,0.4937,0.0596,252.1,692.01,2.7016,powered
0.3160,2.973,20.358,68.026,1.19728,93.62,0.428,0.4935,0.0598,253.8,691.99,2.7019,powered
0.3170,2.994,20.426,68.007,1.19723,93.59,0.431,0.4933,0.0600,255.5,691.98,2.7021,powered
0.3180,3.014,20.494,67.988,1.19719,93.57,0.434,0.4930,0.0602,257.2,691.96,2.7023,powered
0.3190,3.035,20.562,67.968,1.19714,93.54,0.436,0.4928,0.0604,258.9,691.95,2.7025,powered
0.3200,3.055,20.630,67.949,1.19710,93.52,0.439,0.4925,0.0606,260.6,691.93,2.7028,powered
0.3210,3.076,20.698,67.929,1.19705,93.50,0.442,0.4923,0.0608,262.3,691.92,2.7030,powered
0.3220,3.097,20.766,67.910,1.19701,93.47,0.444,0.4920,0.0610,264.0,691.90,2.7032,powered
0.3230,3.117,20.834,67.891,1.19696,93.45,0.447,0.4918,0.0612,265.8,691.89,2.7034,powered
0.3240,3.138,20.902,67.871,1.19692,93.42,0.450,0.4916,0.0614,267.5,691.87,2.7037,powered
0.3250,3.159,20.970,67.852,1.19688,93.40,0.453,0.4913,0.0616,269.2,691.86,2.7039,powered
0.3260,3.180,21.037,67.832,1.19683,93.38,0.455,0.4911,0.0618,271.0,691.84,2.7041,powered
0.3270,3.201,21.105,67.813,1.19679,93.35,0.458,0.4909,0.0620,272.7,691.83,2.7043,powered
0.3280,3.222,21.173,67.793,1.19674,93.33,0.461,0.4906,0.0622,274.5,691.81,2.7046,powered
0.3290,3.244,21.241,67.774,1.19670,93.30,0.463,0.4904,0.0624,276.3,691.80,2.7048,powered
0.3300,3.265,21.309,67.754,1.19665,93.28,0.466,0.4902,0.0626,278.0,691.78,2.7050,powered
0.3310,3.286,21.376,67.735,1.19661,93.26,0.469,0.4899,0.0628,279.8,691.77,2.7052,powered
0.3320,3.308,21.444,67.715,1.19657,93.23,0.472,0.4897,0.0630,281.6,691.75,2.7055,powered
0.3330,3.329,21.512,67.696,1.19652,93.21,0.475,0.4895,0.0632,283.3,691.74,2.7057,powered
0.3340,3.351,21.579,67.676,1.19648,93.18,0.477,0.4893,0.0634,285.1,691.73,2.7059,powered
0.3350,3.372,21.647,67.657,1.19643,93.16,0.480,0.4890,0.0636,286.9,691.71,2.7061,powered
0.3360,3.394,21.715,67.637,1.19639,93.14,0.483,0.4888,0.0638,288.7,691.70,2.7064,powered
0.3370,3.416,21.782,67.618,1.19634,93.11,0.486,0.4886,0.0640,290.5,691.68,2.7066,powered
0.3380,3.438,21.850,67.598,1.19630,93.09,0.488,0.4884,0.0642,292.3,691.67,2.7068,powered
0.3390,3.459,21.918,67.579,1.19626,93.06,0.491,0.4881,0.0644,294.1,691.65,2.7070,powered
0.3400,3.481,21.985,67.559,1.19621,93.04,0.494,0.4879,0.0646,296.0,691.64,2.7073,powered
0.3410,3.503,22.053,67.540,1.19617,93.02,0.497,0.4877,0.0648,297.8,691.62,2.7075,powered
0.3420,3.525,22.120,67.520,1.19612,92.99,0.500,0.4875,0.0650,299.6,691.61,2.7077,powered
0.3430,3.548,22.188,67.501,1.19608,92.97,0.502,0.4873,0.0652,301.4,691.59,2.7079,powered
0.3440,3.570,22.255,67.481,1.19603,92.94,0.505,0.4870,0.0654,303.3,691.58,2.7082,powered
0.3450,3.592,22.323,67.461,1.19599,92.92,0.508,0.4868,0.0656,305.1,691.56,2.7084,powered
0.3460,3.614,22.390,67.442,1.19595,92.90,0.511,0.4866,0.0658,307.0,691.55,2.7086,powered
0.3470,3.637,22.458,67.422,1.19590,92.87,0.514,0.4864,0.0660,308.8,691.53,2.7088,powered
0.3480,3.659,22.525,67.403,1.19586,92.85,0.517,0.4862,0.0662,310.7,691.52,2.7090,powered
0.3490,3.682,22.592,67.383,1.19581,92.82,0.520,0.4860,0.0664,312.5,691.50,2.7093,powered
0.3500,3.705,22.660,67.363,1.19577,92.80,0.522,0.4858,0.0666,314.4,691.49,2.7095,powered
0.3510,3.727,22.727,67.344,1.19573,92.78,0.525,0.4855,0.0668,316.3,691.47,2.7097,powered
0.3520,3.750,22.795,67.324,1.19568,92.75,0.528,0.4853,0.0670,318.1,691.46,2.7099,powered
0.3530,3.773,22.862,67.304,1.19564,92.73,0.531,0.4851,0.0672,320.0,691.44,2.7102,powered
0.3540,3.796,22.929,67.285,1.19559,92.70,0.534,0.4849,0.0674,321.9,691.43,2.7104,powered
0.3550,3.819,22.996,67.265,1.19555,92.68,0.537,0.4847,0.0676,323.8,691.41,2.7106,powered
0.3560,3.842,23.064,67.245,1.19551,92.66,0.540,0.4845,0.0678,325.7,691.40,2.7108,powered
0.3570,3.865,23.131,67.226,1.19546,92.63,0.543,0.4843,0.0680,327.6,691.39,2.7111,powered
0.3580,3.888,23.198,67.206,1.19542,92.61,0.546,0.4841,0.0682,329.5,691.37,2.7113,powered
0.3590,3.911,23.265,67.186,1.19537,92.58,0.549,0.4839,0.0684,331.4,691.36,2.7115,powered
0.3600,3.935,23.332,67.167,1.19533,92.56,0.552,0.4837,0.0686,333.3,691.34,2.7117,powered
0.3610,3.958,23.400,67.147,1.19529,92.54,0.555,0.4835,0.0688,335.2,691.33,2.7119,powered
0.3620,3.981,23.467,67.127,1.19524,92.51,0.557,0.4833,0.0690,337.2,691.31,2.7122,powered
0.3630,4.005,23.534,67.107,1.19520,92.49,0.560,0.4831,0.0692,339.1,691.30,2.7124,powered
0.3640,4.028,23.601,67.088,1.19515,92.46,0.563,0.4829,0.0694,341.0,691.28,2.7126,powered
0.3650,4.052,23.668,67.068,1.19511,92.44,0.566,0.4827,0.0696,343.0,691.27,2.7128,powered
0.3660,4.076,23.735,67.048,1.19507,92.42,0.569,0.4825,0.0698,344.9,691.25,2.7131,powered
0.3670,4.100,23.802,67.028,1.19502,92.39,0.572,0.4823,0.0699,346.9,691.24,2.7133,powered
0.3680,4.123,23.869,67.009,1.19498,92.37,0.575,0.4821,0.0701,348.8,691.22,2.7135,powered
0.3690,4.147,23.936,66.989,1.19493,92.34,0.578,0.4819,0.0703,350.8,691.21,2.7137,powered
0.3700,4.171,24.003,66.969,1.19489,92.32,0.581,0.4817,0.0705,352.8,691.19,2.7140,powered
0.3710,4.195,24.070,66.949,1.19485,92.30,0.584,0.4815,0.0707,354.7,691.18,2.7142,powered
0.3720,4.219,24.137,66.930,1.19480,92.27,0.587,0.4813,0.0709,356.7,691.16,2.7144,powered
0.3730,4.244,24.204,66.910,1.19476,92.25,0.590,0.4811,0.0711,358.7,691.15,2.7146,powered
0.3740,4.268,24.271,66.890,1.19471,92.22,0.593,0.4809,0.0713,360.7,691.14,2.7148,powered
0.3750,4.292,24.338,66.870,1.19467,92.20,0.596,0.4807,0.0715,362.7,691.12,2.7151,powered
0.3760,4.316,24.405,66.850,1.19463,92.18,0.599,0.4805,0.0717,364.6,691.11,2.7153,powered
0.3770,4.341,24.471,66.831,1.19458,92.15,0.603,0.4803,0.0719,366.6,691.09,2.7155,powered
0.3780,4.365,24.538,66.811,1.19454,92.13,0.606,0.4801,0.0721,368.6,691.08,2.7157,powered
0.3790,4.390,24.605,66.791,1.19450,92.10,0.609,0.4799,0.0723,370.7,691.06,2.7160,powered
0.3800,4.415,24.672,66.771,1.19445,92.08,0.612,0.4798,0.0725,372.7,691.05,2.7162,powered
0.3810,4.439,24.739,66.751,1.19441,92.06,0.615,0.4796,0.0727,374.7,691.03,2.7164,powered
0.3820,4.464,24.805,66.731,1.19436,92.03,0.618,0.4794,0.0729,376.7,691.02,2.7166,powered
0.3830,4.489,24.872,66.711,1.19432,92.01,0.621,0.4792,0.0731,378.7,691.00,2.7168,powered
0.3840,4.514,24.939,66.691,1.19428,91.98,0.624,0.4790,0.0733,380.8,690.99,2.7171,powered
0.3850,4.539,25.005,66.672,1.19423,91.96,0.627,0.4788,0.0735,382.8,690.97,2.7173,powered
0.3860,4.564,25.072,66.652,1.19419,91.94,0.630,0.4786,0.0737,384.9,690.96,2.7175,powered
0.3870,4.589,25.139,66.632,1.19415,91.91,0.633,0.4785,0.0739,386.9,690.94,2.7177,powered
0.3880,4.614,25.205,66.612,1.19410,91.89,0.636,0.4783,0.0741,389.0,690.93,2.7180,powered
0.3890,4.639,25.272,66.592,1.19406,91.86,0.640,0.4781,0.0743,391.0,690.92,2.7182,powered
0.3900,4.665,25.339,66.572,1.19402,91.84,0.643,0.4779,0.0745,393.1,690.90,2.7184,powered
0.3910,4.690,25.405,66.552,1.19397,91.82,0.646,0.4777,0.0747,395.1,690.89,2.7186,powered
0.3920,4.715,25.472,66.532,1.19393,91.79,0.649,0.4775,0.0749,397.2,690.87,2.7188,powered
0.3930,4.741,25.538,66.512,1.19388,91.77,0.652,0.4774,0.0751,399.3,690.86,2.7191,powered
0.3940,4.767,25.605,66.492,1.19384,91.74,0.655,0.4772,0.0752,401.4,690.84,2.7193,powered
0.3950,4.792,25.671,66.472,1.19380,91.72,0.658,0.4770,0.0754,403.5,690.83,2.7195,powered
0.3960,4.818,25.738,66.452,1.19375,91.70,0.662,0.4768,0.0756,405.5,690.81,2.7197,powered
0.3970,4.844,25.804,66.432,1.19371,91.67,0.665,0.4767,0.0758,407.6,690.80,2.7200,powered
0.3980,4.869,25.871,66.412,1.19367,91.65,0.668,0.4765,0.0760,409.7,690.78,2.7202,powered
0.3990,4.895,25.937,66.392,1.19362,91.62,0.671,0.4763,0.0762,411.8,690.77,2.7204,powered
0.4000,4.921,26.003,66.372,1.19358,91.60,0.674,0.4761,0.0764,414.0,690.75,2.7206,powered
0.4010,4.947,26.070,66.352,1.19354,91.58,0.677,0.4759,0.0766,416.1,690.74,2.7208,powered
0.4020,4.973,26.136,66.332,1.19349,91.55,0.681,0.4758,0.0768,418.2,690.73,2.7211,powered
0.4030,5.000,26.202,66.312,1.19345,91.53,0.684,0.4756,0.0770,420.3,690.71,2.7213,powered
0.4040,5.026,26.269,66.292,1.19341,91.50,0.687,0.4754,0.0772,422.4,690.70,2.7215,powered
0.4050,5.052,26.335,66.272,1.19336,91.48,0.690,0.4753,0.0774,424.6,690.68,2.7217,powered
0.4060,5.079,26.401,66.252,1.19332,91.46,0.694,0.4751,0.0776,426.7,690.67,2.7219,powered
0.4070,5.105,26.467,66.232,1.19328,91.43,0.697,0.4749,0.0778,428.9,690.65,2.7222,powered
0.4080,5.131,26.534,66.212,1.19323,91.41,0.700,0.4747,0.0780,431.0,690.64,2.7224,powered
0.4090,5.158,26.600,66.192,1.19319,91.38,0.703,0.4746,0.0782,433.2,690.62,2.7226,powered
0.4100,5.185,26.666,66.172,1.19314,91.36,0.707,0.4744,0.0784,435.3,690.61,2.7228,powered
0.4110,5.211,26.732,66.152,1.19310,91.34,0.710,0.4742,0.0786,437.5,690.59,2.7230,powered
0.4120,5.238,26.798,66.132,1.19306,91.31,0.713,0.4741,0.0788,439.6,690.58,2.7233,powered
0.4130,5.265,26.864,66.112,1.19301,91.29,0.716,0.4739,0.0789,441.8,690.56,2.7235,powered
0.4140,5.292,26.931,66.092,1.19297,91.26,0.720,0.4737,0.0791,444.0,690.55,2.7237,powered
0.4150,5.319,26.997,66.071,1.19293,91.24,0.723,0.4736,0.0793,446.2,690.54,2.7239,powered
0.4160,5.346,27.063,66.051,1.19288,91.22,0.726,0.4734,0.0795,448.4,690.52,2.7242,powered
0.4170,5.373,27.129,66.031,1.19284,91.19,0.729,0.4732,0.0797,450.5,690.51,2.7244,powered
0.4180,5.400,27.195,66.011,1.19280,91.17,0.733,0.4731,0.0799,452.7,690.49,2.7246,powered
0.4190,5.427,27.261,65.991,1.19275,91.14,0.736,0.4729,0.0801,454.9,690.48,2.7248,powered
0.4200,5.455,27.327,65.971,1.19271,91.12,0.739,0.4727,0.0803,457.1,690.46,2.7250,powered
0.4210,5.482,27.393,65.951,1.19267,91.10,0.743,0.4726,0.0805,459.4,690.45,2.7253,powered
0.4220,5.509,27.459,65.931,1.19262,91.07,0.746,0.4724,0.0807,461.6,690.43,2.7255,powered
0.4230,5.537,27.525,65.910,1.19258,91.05,0.749,0.4723,0.0809,463.8,690.42,2.7257,powered
0.4240,5.564,27.590,65.890,1.19254,91.02,0.753,0.4721,0.0811,466.0,690.40,2.7259,powered
0.4250,5.592,27.656,65.870,1.19249,91.00,0.756,0.4719,0.0813,468.2,690.39,2.7261,powered
0.4260,5.620,27.722,65.850,1.19245,90.98,0.759,0.4718,0.0815,470.5,690.38,2.7264,powered
0.4270,5.648,27.788,65.830,1.19241,90.95,0.763,0.4716,0.0817,472.7,690.36,2.7266,powered
0.4280,5.675,27.854,65.809,1.19237,90.93,0.766,0.4715,0.0819,474.9,690.35,2.7268,powered
0.4290,5.703,27.920,65.789,1.19232,90.90,0.769,0.4713,0.0821,477.2,690.33,2.7270,powered
0.4300,5.731,27.985,65.769,1.19228,90.88,0.773,0.4711,0.0822,479.4,690.32,2.7272,powered
0.4310,5.759,28.051,65.749,1.19224,90.86,0.776,0.4710,0.0824,481.7,690.30,2.7275,powered
0.4320,5.787,28.117,65.729,1.19219,90.83,0.780,0.4708,0.0826,483.9,690.29,2.7277,powered
0.4330,5.815,28.183,65.708,1.19215,90.81,0.783,0.4707,0.0828,486.2,690.27,2.7279,powered
0.4340,5.844,28.248,65.688,1.19211,90.78,0.786,0.4705,0.0830,488.5,690.26,2.7281,powered
0.4350,5.872,28.314,65.668,1.19206,90.76,0.790,0.4704,0.0832,490.8,690.24,2.7283,powered
0.4360,5.900,28.380,65.648,1.19202,90.74,0.793,0.4702,0.0834,493.0,690.23,2.7286,powered
0.4370,5.929,28.445,65.627,1.19198,90.71,0.797,0.4700,0.0836,495.3,690.22,2.7288,powered
0.4380,5.957,28.511,65.607,1.19193,90.69,0.800,0.4699,0.0838,497.6,690.20,2.7290,powered
0.4390,5.986,28.577,65.587,1.19189,90.66,0.803,0.4697,0.0840,499.9,690.19,2.7292,powered
0.4400,6.014,28.642,65.566,1.19185,90.64,0.807,0.4696,0.0842,502.2,690.17,2.7294,powered
0.4410,6.043,28.708,65.546,1.19180,90.62,0.810,0.4694,0.0844,504.5,690.16,2.7297,powered
0.4420,6.072,28.773,65.526,1.19176,90.59,0.814,0.4693,0.0846,506.8,690.14,2.7299,powered
0.4430,6.101,28.839,65.506,1.19172,90.57,0.817,0.4691,0.0848,509.1,690.13,2.7301,powered
0.4440,6.129,28.904,65.485,1.19168,90.54,0.821,0.4690,0.0849,511.4,690.11,2.7303,powered
0.4450,6.158,28.970,65.465,1.19163,90.52,0.824,0.4688,0.0851,513.7,690.10,2.7305,powered
0.4460,6.187,29.035,65.445,1.19159,90.50,0.827,0.4687,0.0853,516.1,690.09,2.7308,powered
0.4470,6.216,29.101,65.424,1.19155,90.47,0.831,0.4685,0.0855,518.4,690.07,2.7310,powered
0.4480,6.246,29.166,65.404,1.19150,90.45,0.834,0.4684,0.0857,520.7,690.06,2.7312,powered
0.4490,6.275,29.231,65.384,1.19146,90.42,0.838,0.4682,0.0859,523.0,690.04,2.7314,powered
0.4500,6.304,29.297,65.363,1.19142,90.40,0.841,0.4681,0.0861,525.4,690.03,2.7316,powered
0.4510,6.333,29.362,65.343,1.19137,90.38,0.845,0.4679,0.0863,527.7,690.01,2.7319,powered
0.4520,6.363,29.427,65.322,1.19133,90.35,0.848,0.4678,0.0865,530.1,690.00,2.7321,powered
0.4530,6.392,29.493,65.302,1.19129,90.33,0.852,0.4676,0.0867,532.4,689.98,2.7323,powered
0.4540,6.422,29.558,65.282,1.19125,90.30,0.855,0.4675,0.0869,534.8,689.97,2.7325,powered
0.4550,6.451,29.623,65.261,1.19120,90.28,0.859,0.4673,0.0871,537.2,689.95,2.7327,powered
0.4560,6.481,29.689,65.241,1.19116,90.26,0.862,0.4672,0.0873,539.5,689.94,2.7329,powered
0.4570,6.511,29.754,65.220,1.19112,90.23,0.866,0.4671,0.0874,541.9,689.93,2.7332,powered
0.4580,6.541,29.819,65.200,1.19107,90.21,0.869,0.4669,0.0876,544.3,689.91,2.7334,powered
0.4590,6.570,29.884,65.180,1.19103,90.18,0.873,0.4668,0.0878,546.7,689.90,2.7336,powered
0.4600,6.600,29.949,65.159,1.19099,90.16,0.876,0.4666,0.0880,549.0,689.88,2.7338,powered
0.4610,6.630,30.015,65.139,1.19095,90.14,0.880,0.4665,0.0882,551.4,689.87,2.7340,powered
0.4620,6.660,30.080,65.118,1.19090,90.11,0.884,0.4663,0.0884,553.8,689.85,2.7343,powered
0.4630,6.690,30.145,65.098,1.19086,90.09,0.887,0.4662,0.0886,556.2,689.84,2.7345,powered
0.4640,6.721,30.210,65.077,1.19082,90.06,0.891,0.4661,0.0888,558.6,689.82,2.7347,powered
0.4650,6.751,30.275,65.057,1.19077,90.04,0.894,0.4659,0.0890,561.0,689.81,2.7349,powered
0.4660,6.781,30.340,65.037,1.19073,90.02,0.898,0.4658,0.0892,563.4,689.80,2.7351,powered
0.4670,6.812,30.405,65.016,1.19069,89.99,0.901,0.4656,0.0894,565.9,689.78,2.7354,powered
0.4680,6.842,30.470,64.996,1.19065,89.97,0.905,0.4655,0.0895,568.3,689.77,2.7356,powered
0.4690,6.872,30.535,64.975,1.19060,89.94,0.909,0.4654,0.0897,570.7,689.75,2.7358,powered
0.4700,6.903,30.600,64.955,1.19056,89.92,0.912,0.4652,0.0899,573.1,689.74,2.7360,powered
0.4710,6.934,30.665,64.934,1.19052,89.90,0.916,0.4651,0.0901,575.6,689.72,2.7362,powered
0.4720,6.964,30.730,64.914,1.19048,89.87,0.919,0.4649,0.0903,578.0,689.71,2.7364,powered
0.4730,6.995,30.795,64.893,1.19043,89.85,0.923,0.4648,0.0905,580.5,689.70,2.7367,powered
0.4740,7.026,30.860,64.873,1.19039,89.82,0.927,0.4647,0.0907,582.9,689.68,2.7369,powered
0.4750,7.057,30.924,64.852,1.19035,89.80,0.930,0.4645,0.0909,585.4,689.67,2.7371,powered
0.4760,7.088,30.989,64.831,1.19030,89.78,0.934,0.4644,0.0911,587.8,689.65,2.7373,powered
0.4770,7.119,31.054,64.811,1.19026,89.75,0.938,0.4643,0.0913,590.3,689.64,2.7375,powered
0.4780,7.150,31.119,64.790,1.19022,89.73,0.941,0.4641,0.0915,592.7,689.62,2.7378,powered
0.4790,7.181,31.184,64.770,1.19018,89.70,0.945,0.4640,0.0916,595.2,689.61,2.7380,powered
0.4800,7.212,31.248,64.749,1.19013,89.68,0.948,0.4639,0.0918,597.7,689.59,2.7382,powered
0.4810,7.244,31.313,64.729,1.19009,89.66,0.952,0.4637,0.0920,600.1,689.58,2.7384,powered
0.4820,7.275,31.378,64.708,1.19005,89.63,0.956,0.4636,0.0922,602.6,689.57,2.7386,powered
0.4830,7.306,31.443,64.688,1.19001,89.61,0.959,0.4634,0.0924,605.1,689.55,2.7388,powered
0.4840,7.338,31.507,64.667,1.18996,89.58,0.963,0.4633,0.0926,607.6,689.54,2.7391,powered
0.4850,7.369,31.572,64.646,1.18992,89.56,0.967,0.4632,0.0928,610.1,689.52,2.7393,powered
0.4860,7.401,31.637,64.626,1.18988,89.54,0.970,0.4631,0.0930,612.6,689.51,2.7395,powered
0.4870,7.433,31.701,64.605,1.18984,89.51,0.974,0.4629,0.0932,615.1,689.49,2.7397,powered
0.4880,7.464,31.766,64.585,1.18979,89.49,0.978,0.4628,0.0934,617.6,689.48,2.7399,powered
0.4890,7.496,31.830,64.564,1.18975,89.46,0.982,0.4627,0.0935,620.1,689.46,2.7402,powered
0.4900,7.528,31.895,64.543,1.18971,89.44,0.985,0.4625,0.0937,622.6,689.45,2.7404,powered
0.4910,7.560,31.959,64.523,1.18967,89.42,0.989,0.4624,0.0939,625.2,689.44,2.7406,powered
0.4920,7.592,32.024,64.502,1.18962,89.39,0.993,0.4623,0.0941,627.7,689.42,2.7408,powered
0.4930,7.624,32.088,64.481,1.18958,89.37,0.996,0.4621,0.0943,630.2,689.41,2.7410,powered
0.4940,7.656,32.153,64.461,1.18954,89.34,1.000,0.4620,0.0945,632.7,689.39,2.7412,powered
0.4950,7.688,32.217,64.440,1.18950,89.32,1.004,0.4619,0.0947,635.3,689.38,2.7415,powered
